id,observed_on,user_id,latitude,longitude,field:colour,field:head capsule visible?
23635836,2019-04-27,56346,29.2624842475,-98.5784680731,Black,No
23647143,2019-04-27,1452409,30.319736179,-97.7153321843,,
23651631,2019-04-28,740909,30.6825723779,-97.6434419119,Black,No
23672376,2019-04-27,1685285,29.6894599442,-95.2702501281,Black,Yes
23674892,2019-04-26,26610,29.5717583333,-94.386545,Black,Yes
23676195,2019-04-28,1691555,30.1316796238,-97.8257939667,Black,Yes
23681283,2019-04-28,1677003,30.4962203,-84.05718838,Red,No
23699116,2018-09-03,1655214,41.7712629196,-86.4387512952,Black,No
23705733,2019-04-27,256619,30.2505555556,-97.6913888889,Black,Yes
23716980,2019-04-28,1212075,29.3471716667,-98.4673616667,Black,Yes
23719649,2019-04-28,1060248,29.4716773415,-97.4896237628,Black,Yes
23737472,2019-04-28,1556004,30.50079038,-84.29299353,Black,Yes
23738822,2019-04-27,313643,30.1360083333,-95.1699916667,Black,Yes
23782774,2019-04-28,1442883,30.2666200558,-97.7606688627,Black,Yes
23794934,2019-04-28,211252,30.143472956,-95.7113164079,Black,Yes
23808062,2019-04-28,1691814,29.8613633333,-95.3751133333,Black,Yes
23813327,2019-04-27,749118,32.712875,-97.17312,Black,Yes
23824335,2019-04-28,111285,29.4723370272,-98.4734527071,Black,Unsure
23830109,2019-04-28,1443134,30.5127366667,-97.6874616667,Black,Yes
23837975,2019-04-26,24973,32.854241,-96.697666,,
