"","observed_on","latitude","longitude","field.colour","RedMean","RedSD","RedMin","RedMax","RedKurt","RedSkew","GreenMean","GreenSD","GreenMin","GreenMax","GreenKurt","GreenSkew","BlueMean","BlueSD","BlueMin","BlueMax","BlueKurt","BlueSkew"
"106","2018-04-29",30.35104007,-93.2953562961,"Black",180.390446521288,39.6524819716949,39,255,0.607182537671837,-0.889800395288067,171.119418483904,41.2601057598283,25,250,0.77815495346461,-0.974637433851442,153.296988577362,33.3548467502508,25,226,1.16778349086704,-1.10947767583398
"111","2018-04-30",32.7009849548,-97.0874938965,"Black",189.068689720066,55.1446524368128,0,254,1.90773351681119,-1.54582100242139,188.363443895554,56.1493585510087,0,255,1.74649373881101,-1.49530120892118,185.487649964714,58.077550794298,0,255,1.31634762408168,-1.36086471855689
"117","2018-05-01",32.6929918867,-97.0849334076,"Black",175.133780867897,46.790787360769,0,250,3.51369066923223,-1.73940844753802,180.569168065212,48.6783324156216,0,255,3.38669521508373,-1.73016746241254,134.476624310717,43.9326235578838,0,225,0.990148316177758,-0.934698592337075
"119","2018-04-28",30.0786194444,-97.3150027778,"Black",187.902806652807,29.5752517471182,27,240,2.05748458320347,-1.20089489344567,187.790020790021,29.2476599736202,30,240,2.19808371601297,-1.21006804033165,191.705041580042,27.6369864693245,42,246,2.97722818055587,-1.38775109064119
"120","2018-04-29",30.5100617617,-95.6606787443,"Black",184.851712221175,23.9687477075297,38,241,2.47546002055982,-1.20231119195929,200.639648130694,23.6123955650916,58,247,2.4643183536829,-1.22020550142614,183.150015708451,21.207461873594,40,226,4.74032747528798,-1.62405851741588
"123","2018-05-02",30.8138616667,-94.0170971667,"Black",189.517190569745,52.4249139551806,0,255,2.14732952514225,-1.50751015336548,200.566306483301,52.509268806089,2,255,2.50202553144944,-1.65615963008697,202.222740667976,52.8243032984523,7,255,2.33474781461466,-1.6407061377376
"126","2018-04-30",32.9075015153,-96.7536283815,"Black",180.774716004949,27.0339697071666,47,242,3.37229330659156,-1.58257710158991,178.626026318749,27.3303531708667,42,240,3.54700861321612,-1.59115975279575,150.300078731301,25.9991204098531,11,219,1.93504302563304,-0.972960413906823
"127","2018-04-30",32.860625,-96.6205583333,"Black",114.679104477612,26.5565454194837,52,175,-0.506027779795888,-0.383736137275881,131.22947761194,22.6643436975488,76,187,-0.495941479971915,-0.232498201884317,113.10447761194,24.6735754544798,53,187,-0.452059334508633,0.144060400650851
"128","2018-04-30",32.828066,-96.7253164,"Black",153.203212551363,28.8189839960131,45,215,0.802072197907793,-0.783310040210193,151.252801643631,31.460701247435,26,218,1.0451001954558,-0.857369249064446,120.044826298095,30.9096341104542,17,193,-0.354993969595081,-0.163744400636969
"130","2018-05-04",30.4051972647,-97.6963943337,"Black",227.263514410944,42.4474831697186,10,255,6.22778618448375,-2.47681777291224,201.720414397662,40.7763855422835,9,255,4.50577496877037,-2.01569791879657,148.891419843273,32.9699816490871,0,234,5.18268795231595,-2.09054092083164
"132","2018-04-07",30.0318638333,-89.96302,"Black",191.70979020979,44.107754503092,12,255,0.976434042690295,-1.06823883411669,196.766608391608,44.1373887452558,14,255,0.885432780536546,-0.995889122513143,160.708916083916,44.8656599694398,0,244,0.274923431623946,-0.62717038191006
"134","2018-05-06",30.6303737356,-95.536583362,"Black",137.778892072588,39.3501585547022,0,215,-0.307742012747608,-0.519711169502731,151.932425978988,42.6155095230735,11,243,-0.334407570115427,-0.404626592537262,129.068290353391,40.1185860658657,0,234,-0.381042372802475,-0.285191425465115
"139","2018-05-05",30.6451616667,-95.52285,"Black",224.922211953173,39.9470681148,27,255,6.0303607842557,-2.42928034257891,221.75831792976,41.3298014535339,23,255,5.2206987551397,-2.2620878788842,171.182532347505,33.3272885939376,5,227,5.89099103668429,-2.31739271824949
"142","2018-05-10",30.0003861,-97.8790152,"Black",95.2880967435978,23.2469581780078,26,197,-0.255996150613094,-0.0573802998716826,81.3849193803351,23.1972216741819,13,186,-0.280400829860864,-0.0787069756435367,61.4115554852988,21.648378296537,0,168,-0.169434349403053,-0.239553229536952
"147","2018-05-18",34.7802666667,-80.8775416667,"Black",235.050714507611,36.7228950393615,63,255,5.24682986976571,-2.34745878578427,230.760406958683,38.6054232876779,59,255,3.9433683863072,-2.06419757511434,198.632416899658,42.3029584029949,48,255,0.478515961381959,-0.847756656671282
"150","2018-05-22",30.6781456853,-93.8473605272,"Black",160.311627906977,42.6805908579352,0,255,0.280120648752661,-0.512251662641325,156.822480620155,44.5921640242738,2,255,0.0534655572601652,-0.451402231219297,137.039534883721,43.8076140312047,0,239,-0.00701981284816799,-0.425545793513746
"152","2018-05-23",28.5696494576,-80.9974925464,"Black",130.943116546229,31.3617004032473,5,236,1.41840621293385,-0.285790476486785,129.046322030758,30.4890652891149,5,227,1.51491727660442,-0.373452383155419,102.98962386511,30.3872931815991,0,218,0.881344970874483,0.0254010952143826
"155","2018-05-25",28.0762447743,-82.3760704045,"Black",235.994623655914,30.3466366623918,71,255,8.0719792181097,-2.68889987373114,228.403225806452,32.7117119272006,71,255,4.69663274474286,-2.05106768824331,190.674731182796,37.1734140909106,57,255,0.708345959381804,-0.867094494227862
"166","2018-05-31",28.073871,-82.375376,"Black",236.493543758967,42.6254777326334,34,255,10.1443590103814,-3.2926806064785,237.977044476327,42.5583377960767,39,255,10.2526961932812,-3.31741686100022,223.182209469154,39.5795768223091,42,255,9.25228166570785,-3.06854090372952
"168","2018-06-01",28.0760192871,-82.3758850098,"Black",214.973815048061,24.4343089671983,58,255,2.77906188962862,-1.2938774174508,209.677494199536,24.80279783525,49,254,2.99991340912999,-1.30365280535264,189.943652635068,24.126094627164,31,238,4.41162363179008,-1.59328189641493
